""	"gene"	"gene_coeff"	"taxa"	"taxa_coeff"
"409"	"NKAPL"	"0.00472361924487967"	NA	NA
"410"	"PPFIA2"	"0.000986942976071262"	NA	NA
"411"	"REM1"	"0.00949502415949565"	NA	NA
"412"	"CSGALNACT2"	"0.00225287651232228"	NA	NA
"413"	"CYTL1"	"0.0111475057099067"	NA	NA
"414"	"TCF23"	"0.00589290412270496"	NA	NA
"415"	"ASAP3"	"0.00357635923290221"	NA	NA
"416"	"STON1-GTF2A1L"	"0.00176493462774293"	NA	NA
"417"	"PRTG"	"0.0111716129123741"	NA	NA
"418"	"WDR49"	"0.00522242698518691"	NA	NA
"419"	"CCM2L"	"0.00292215790415604"	NA	NA
"420"	"FBXO27"	"0.0038930705739963"	NA	NA
"421"	"GPR27"	"0.000303390857315412"	NA	NA
"422"	"KHDC4"	"-0.0104916704927833"	NA	NA
"423"	"TIGD1"	"-0.00327501272598407"	NA	NA
"424"	"TMEM59L"	"0.00377826055461327"	NA	NA
"425"	"ITM2B"	"0.000709462265032779"	NA	NA
"426"	"PCDH10"	"0.0133950367389722"	NA	NA
"427"	"NMUR1"	"0.00181263194040418"	NA	NA
"428"	"B4GAT1"	"0.0110392413461319"	NA	NA
"429"	"RSPO1"	"0.000921023393814745"	NA	NA
"430"	"C22orf23"	"0.00710816434213733"	NA	NA
"431"	"SLC25A15"	"-0.00079163419342274"	NA	NA
"432"	"HTR2A"	"0.00196952535478755"	NA	NA
"433"	"KLHL21"	"0.00394673852410063"	NA	NA
"434"	"CDK15"	"0.00371416314802522"	NA	NA
"435"	"PCDHB6"	"0.0147624378724462"	NA	NA
"436"	"RDM1"	"-0.00800729847479983"	NA	NA
"437"	"ZNF195"	"-0.00468206504510302"	NA	NA
"438"	"MROH2B"	"0.00335017858961535"	NA	NA
"439"	"NDST1"	"0.0121865311470729"	NA	NA
"440"	"ZNF835"	"0.00395816116202741"	NA	NA
"441"	"GPR162"	"0.0167528090165522"	NA	NA
"442"	"SLC16A12"	"0.0052923675503843"	NA	NA
"443"	"TAPBPL"	"-0.00373008590784329"	NA	NA
"444"	"IRF2BPL"	"0.00862728861044833"	NA	NA
"445"	"CCDC158"	"0.0018227691697307"	NA	NA
"446"	"ZNF99"	"0.00858754565808507"	NA	NA
"447"	"MIPEP"	"-0.0128256226767395"	NA	NA
"448"	"CCDC178"	"0.00627466024300368"	NA	NA
"449"	"SMYD2"	"-0.00526353816639766"	NA	NA
"450"	"GRK4"	"0.0116418189867422"	NA	NA
"451"	"C2orf15"	"-0.0118657650396291"	NA	NA
"452"	"CCDC14"	"-0.0141981497050147"	NA	NA
"453"	"TMEM102"	"-0.0139650486686298"	NA	NA
"454"	"SREBF2"	"-0.00618005297422852"	NA	NA
"455"	"JPH4"	"0.0120822598323451"	NA	NA
"456"	"CPEB2"	"0.0183193090050638"	NA	NA
"457"	"ECSCR"	"0.00982876038131745"	NA	NA
"458"	"AGTR2"	"0.00661284523271175"	NA	NA
"459"	"SKI"	"0.0115951338222488"	NA	NA
"460"	"WBP1L"	"0.0165533113695227"	NA	NA
"461"	"INTS7"	"-0.00387235488440511"	NA	NA
"462"	"HPS4"	"-0.00517452929612732"	NA	NA
"463"	"RCC2"	"-0.00523381051701361"	NA	NA
"464"	"TXNDC15"	"0.0129841745556561"	NA	NA
"465"	"TLCD1"	"-0.00736924105588717"	NA	NA
"466"	"POLR1B"	"-0.00188175563045003"	NA	NA
"467"	"TARS2"	"-0.0037681807607976"	NA	NA
"468"	"KIF17"	"0.0121434435990297"	NA	NA
"469"	"ARNTL"	"0.0116599487572435"	NA	NA
"470"	"ZFP62"	"-0.00695348214459486"	NA	NA
"471"	"CCDC77"	"-0.00867928007249017"	NA	NA
"472"	"ZNF888"	"-0.02124125862932"	NA	NA
"473"	"BORCS7"	"0.00320290459450308"	NA	NA
"474"	"ANAPC1"	"-0.0139532719089694"	NA	NA
"475"	"TARBP2"	"-0.0136423957537527"	NA	NA
"476"	"MRFAP1"	"0.0133351366106303"	NA	NA
"477"	"LRRC3B"	"0.00813126126256039"	NA	NA
